Transitions EW EWsig Vmin Vmax N Nsig Vel
"PV 1128" 321.11 2327.58 -407.75 218.49 14.15 15.01 -71.06
"SiII 1193" 450.16 2034.54 -226.47 358.57 13.93 14.61 13.64
"NI 1200" 423.91 2032.84 -226.47 218.49 14.99 15.69 -10.57
