Transitions EW EWsig Vmin Vmax N Nsig Vel
"SiII 1193" 437.16 2835.45 -300.63 440.98 13.94 14.74 -17.36
"NI 1200" 451.7 1921.97 -168.79 200.0 15.02 15.7 -25.38
