Transitions EW EWsig Vmin Vmax N Nsig Vel
"SIV 1062" 213.68 3117.22 -111.11 234.97 14.85 15.97 34.16
"NII 1083" 153.59 2791.7 -284.15 127.85 14.2 15.47 -134.21
"SiII 1193" 426.37 2811.32 -234.71 300.89 13.91 14.76 -27.35
"NI 1200" 365.23 3432.33 -234.71 202.01 14.93 15.89 -39.01
"HI 1215" 75.93 2523.51 -144.07 160.81 13.18 14.69 -45.25
"SiII 1304" 346.28 2722.3 -69.91 284.41 14.47 15.39 54.15
"CII 1334" 18.14 1694.49 -61.67 70.17 12.97 14.94 -3.84
