Transitions EW EWsig Vmin Vmax N Nsig Vel
"FeIII 1122" 356.22 2082.28 -292.39 276.17 14.7 15.46 -34.18
"HI 1215" 1406.97 1786.05 -490.15 391.54 14.64 14.81 -82.49
"NV 1238" 469.19 1577.47 -177.03 202.01 14.49 15.03 -1.75
"NV 1242" 178.58 1625.86 -152.31 234.97 14.28 15.24 -17.55
"SiII 1260" 420.53 1681.02 -177.03 193.77 13.61 14.24 -63.03
"CIV 1548" 2253.62 2648.88 -992.8 243.21 14.86 15.01 -342.85
"CIV 1550" 637.95 1819.23 -234.71 267.93 14.63 15.11 18.91
