Transitions EW EWsig Vmin Vmax N Nsig Vel
"NI 1200" 480.39 4857.98 -135.83 226.73 15.15 16.23 -54.82
"SiIII 1206" 531.74 3431.58 -341.83 185.53 13.58 14.37 -73.98
"HI 1215" 3877.79 4091.91 -910.4 696.42 15.15 15.35 -205.79
"SiII* 1264" 48.48 3833.09 -350.07 333.85 12.7 14.49 43.44
"OI 1302" 1259.53 3557.89 -630.24 200.0 15.42 15.91 -161.43
"SiII 1304" 366.11 2621.02 -94.63 333.85 14.5 15.37 70.65
"SiII 1526" 557.18 3317.63 -292.39 243.21 14.47 15.25 -52.24
