Transitions EW EWsig Vmin Vmax N Nsig Vel
"PV 1128" 1501.42 2461.92 -622.0 778.82 14.87 15.12 88.47
"NI 1200" 391.24 1841.28 -234.71 200.0 14.92 15.62 -66.08
"SiII 1304" 278.81 1902.95 -200.0 276.17 14.37 15.2 55.89
