Transitions EW EWsig Vmin Vmax N Nsig Vel
"SiII 1193" 402.76 1871.58 -317.11 276.17 13.88 14.56 -77.04
"SiII 1304" 393.26 2183.33 -284.15 391.54 14.52 15.26 -13.76
"CII* 1335" 734.03 2277.16 -284.15 506.9 14.72 15.22 64.55
