Transitions EW EWsig Vmin Vmax N Nsig Vel
"SIV 1062" 3455.39 3321.58 -1594.33 243.21 16.21 16.35 -768.03
"SiII 1193" 397.99 2894.64 -325.35 284.41 13.89 14.75 -102.91
"NI 1200" 2200.49 3084.24 -407.75 778.82 15.79 16.04 208.46
"SiII 1304" 323.85 2896.92 -160.55 284.41 14.45 15.4 1.67
"CII* 1335" 594.17 3259.69 -86.39 523.38 14.63 15.38 80.12
