Transitions EW EWsig Vmin Vmax N Nsig Vel
"SiIII 1206" 765.95 1902.39 -350.07 193.77 13.73 14.18 -98.37
"HI 1215" 1208.85 4539.08 -325.35 539.86 14.57 15.24 -41.15
"NV 1242" 1438.6 1826.45 -424.23 465.7 15.36 15.52 10.19
"OI 1302" 1342.64 2298.56 -589.04 408.02 15.42 15.71 -163.02
"SiII 1304" 203.62 1619.85 -86.39 309.13 14.22 15.12 47.01
"SiII 1526" 695.84 2019.67 -300.63 226.73 14.58 15.07 -63.72
