Transitions EW EWsig Vmin Vmax N Nsig Vel
"SiIII 1206" 704.38 2391.38 -333.59 317.37 13.7 14.25 -80.18
"HI 1215" 1480.21 4211.73 -308.87 564.58 14.67 15.28 -4.18
"NV 1242" 1049.79 1910.89 -292.39 399.78 15.19 15.49 6.12
"OI 1302" 1235.97 2501.9 -589.04 292.65 15.39 15.74 -156.52
"SiII 1304" 310.76 2233.04 -201.75 333.85 14.41 15.26 53.6
"SiII 1526" 692.08 2142.02 -308.87 234.97 14.59 15.1 -53.11
