Transitions EW EWsig Vmin Vmax N Nsig Vel
"PV 1128" 1350.23 3343.9 -350.07 671.7 14.83 15.29 38.36
"SiII 1193" 304.92 2890.59 -308.87 267.93 13.75 14.74 -92.71
"NI 1200" 331.92 3003.57 -259.43 111.37 14.87 15.84 -81.13
"SiII 1304" 438.4 2979.34 -284.15 251.45 14.57 15.42 -8.18
"CII* 1335" 700.55 3413.47 -226.47 440.98 14.72 15.4 74.26
