Transitions EW EWsig Vmin Vmax N Nsig Vel
"NI 1200" 415.26 1817.77 -366.55 226.73 14.95 15.6 -119.54
"DI 1215" 911.06 1594.6 -209.99 432.74 14.42 14.78 92.38
"HI 1215" 940.01 1941.93 -308.87 358.57 14.44 14.81 -66.5
"SiII* 1264" 543.28 2040.11 -234.71 342.09 13.72 14.32 -38.14
"SiII 1304" 1040.05 2127.8 -69.91 572.82 15.15 15.56 199.6
