Transitions EW EWsig Vmin Vmax N Nsig Vel
"NV 1242" 918.37 2304.68 -200.0 399.78 15.21 15.63 38.45
"SiII 1304" 230.87 2477.25 -111.11 391.54 14.3 15.3 41.9
