Transitions EW EWsig Vmin Vmax N Nsig Vel
"NI 1200" 673.44 4550.74 -292.39 160.81 15.23 16.13 -94.21
"SiIII 1206" 181.5 3848.07 -275.91 136.09 13.21 14.35 -68.27
"HI 1215" 2252.86 5034.08 -918.64 605.78 14.92 15.36 -343.9
"NV 1242" 1193.15 2706.73 -325.35 408.02 15.27 15.72 7.11
"SiII 1526" 609.02 3113.15 -275.91 218.49 14.52 15.25 -40.93
"CIV 1548" -8.01 2462.6 -111.11 152.57 nan 14.78 128.59
"CIV 1550" 180.45 2231.34 -53.43 226.73 13.99 15.11 24.89
