Transitions EW EWsig Vmin Vmax N Nsig Vel
"HI 1215" 835.87 1674.58 -366.55 243.21 14.38 14.74 -98.49
"NV 1238" 542.07 1687.27 -168.79 292.65 14.56 15.09 11.08
"NV 1242" 40.86 2092.31 -185.27 218.49 13.77 15.31 3.11
"SiII 1260" 548.82 1956.99 -251.19 177.29 13.72 14.32 -55.91
"CIV 1548" 1509.7 3193.38 -819.76 267.93 14.69 15.05 -214.69
"CIV 1550" 557.21 1969.15 -177.03 317.37 14.56 15.12 29.43
