Transitions EW EWsig Vmin Vmax N Nsig Vel
"PV 1117" -56.3 3303.65 -94.63 200.0 nan 14.79 -39.7
"SiII 1193" 488.78 1993.81 -308.87 276.17 13.96 14.61 -53.83
"NI 1200" 389.79 2084.01 -317.11 127.85 14.95 15.69 -99.07
"SiII 1304" 276.16 2392.25 -333.59 276.17 14.35 15.28 -19.97
